Runing time: 0us
Test loss:6.725349426269531
Top 1:0.8780999779701233
964,0,1,3,0,3,2,2,4,1
0,1106,5,13,0,1,3,0,5,2
11,7,919,34,2,1,13,8,26,11
3,0,24,943,2,6,2,3,14,13
4,4,6,3,858,0,7,2,3,95
21,8,15,82,22,687,6,4,34,13
30,3,16,10,12,31,851,2,1,2
8,10,29,31,7,1,0,774,2,166
10,14,22,78,20,25,6,5,738,56
11,6,1,21,18,1,0,7,3,941
